BatteryLevel,CPUCycles,Checkpoint
34.98,1490338,true
33.39,1491339,true
31.83,1492340,true
43.11,1493341,true
32.64,1494346,true
31.38,1495349,true
31.31,1496351,true
29.19,1497352,true
27.95,1498353,true
28.14,1499354,true
37.26,1500357,true
53.10,1501358,true
52.10,1502359,true
51.35,1503360,true
51.04,1504361,true
52.20,1505362,true
52.14,1506363,true
51.65,1507364,true
49.99,1508365,true
49.75,1509366,true
49.69,1510367,true
48.52,1511368,true
46.76,1512369,true
45.82,1513370,true
45.91,1514372,true
47.27,1515373,true
45.38,1516374,true
43.86,1517375,true
43.19,1518376,true
41.77,1519377,true
30.86,1520379,true
19.64,1521380,true
18.76,1522381,true
30.43,1523383,true
30.09,1524384,true
42.73,1525385,true
42.01,1526386,true
41.26,1527387,true
40.71,1528388,true
39.11,1529389,true
45.00,1530391,true
43.67,1531392,true
43.99,1532393,true
43.51,1533394,true
41.86,1534395,true
41.08,1535397,true
39.44,1536399,true
48.83,1537400,true
47.83,1538401,true
45.58,1539402,true
44.91,1540404,true
44.71,1541406,true
44.82,1542407,true
54.20,1543412,true
51.88,1544413,true
51.44,1545414,true
51.99,1546416,true
50.42,1547418,true
49.29,1548419,true
36.57,1549420,true
28.02,1550421,true
27.06,1551423,true
46.04,1552425,true
45.43,1553427,true
32.28,1554428,true
32.39,1555430,true
30.59,1556432,true
27.90,1557433,true
26.89,1558434,true
32.79,1559435,true
32.25,1560436,true
30.29,1561437,true
28.92,1562438,true
41.29,1563439,true
39.54,1564440,true
47.59,1565441,true
45.91,1566442,true
45.49,1567443,true
45.84,1568444,true
45.85,1569445,true
46.48,1570446,true
46.04,1571448,true
39.91,1572450,true
50.77,1573451,true
49.58,1574452,true
49.20,1575453,true
47.98,1576454,true
36.57,1577455,true
40.04,1578457,true
27.94,1579460,true
18.03,1580461,true
16.81,1581465,true
8.27,1582467,true
7.64,1583468,true
7.95,1584469,true
7.10,1585470,true
6.47,1586471,true
9.88,1587472,true
8.95,1588473,true
21.10,1589475,true
20.41,1590476,true
18.72,1591478,true
17.58,1592479,true
16.20,1593480,true
26.00,1594482,true
25.40,1595483,true
25.04,1596484,true
30.45,1597485,true
31.41,1598486,true
40.41,1599487,true
39.58,1600490,true
39.75,1601491,true
49.51,1602492,true
47.87,1603494,true
47.36,1604496,true
47.26,1605497,true
48.07,1606498,true
47.11,1607499,true
54.82,1608500,true
53.23,1609501,true
51.72,1610502,true
50.02,1611503,true
48.53,1612505,true
48.10,1613506,true
46.48,1614507,true
46.86,1615509,true
44.34,1616510,true
43.80,1617511,true
42.52,1618512,true
45.59,1619513,true
44.61,1620514,true
44.44,1621515,true
44.53,1622516,true
43.24,1623517,true
42.13,1624519,true
42.45,1625521,true
41.40,1626522,true
42.40,1627523,true
47.20,1628525,true
55.21,1629526,true
55.06,1630527,true
55.21,1631528,true
55.24,1632529,true
54.78,1633532,true
61.52,1634533,true
51.12,1635534,true
49.77,1636535,true
49.50,1637536,true
49.51,1638538,true
48.11,1639539,true
39.04,1640540,true
57.31,1641541,true
55.06,1642542,true
55.28,1643543,true
54.05,1644544,true
53.31,1645545,true
53.52,1646546,true
52.26,1647547,true
51.13,1648548,true
51.91,1649549,true
49.76,1650550,true
48.37,1651551,true
46.94,1652556,true
45.69,1653557,true
44.99,1654558,true
45.23,1655559,true
38.98,1656560,true
36.18,1657561,true
34.39,1658562,true
32.89,1659563,true
42.46,1660564,true
41.16,1661565,true
41.36,1662566,true
40.31,1663567,true
38.78,1664568,true
32.58,1665569,true
42.10,1666570,true
40.92,1667571,true
38.64,1668572,true
39.53,1669573,true
37.59,1670574,true
49.23,1671575,true
48.68,1672576,true
46.79,1673577,true
46.84,1674578,true
40.49,1675579,true
38.99,1676583,true
38.04,1677585,true
52.84,1678586,true
51.43,1679587,true
51.01,1680588,true
49.49,1681589,true
47.67,1682590,true
46.74,1683591,true
39.11,1684592,true
38.94,1685593,true
37.74,1686594,true
51.64,1687599,true
51.28,1688600,true
44.76,1689601,true
44.04,1690602,true
45.65,1691605,true
44.95,1692606,true
42.48,1693607,true
41.61,1694608,true
40.36,1695609,true
47.96,1696610,true
40.94,1697611,true
39.58,1698612,true
58.03,1699613,true
57.57,1700616,true
46.29,1701618,true
44.30,1702619,true
42.93,1703620,true
40.61,1704621,true
39.67,1705622,true
51.90,1706623,true
39.77,1707624,true
38.45,1708626,true
54.02,1709627,true
55.27,1710628,true
53.47,1711629,true
61.23,1712630,true
61.32,1713631,true
60.16,1714632,true
59.01,1715633,true
58.43,1716638,true
46.06,1717639,true
45.98,1718640,true
44.67,1719641,true
54.66,1720644,true
53.26,1721645,true
51.60,1722646,true
50.77,1723647,true
45.07,1724648,true
42.88,1725651,true
43.10,1726652,true
37.23,1727654,true
55.93,1728655,true
55.86,1729656,true
54.23,1730660,true
54.35,1731661,true
52.49,1732662,true
60.33,1733664,true
59.89,1734665,true
59.03,1735666,true
59.75,1736667,true
59.05,1737669,true
59.40,1738671,true
52.17,1739672,true
51.68,1740673,true
50.63,1741674,true
49.72,1742675,true
49.20,1743676,true
47.91,1744678,true
46.87,1745681,true
46.91,1746682,true
46.64,1747685,true
46.13,1748686,true
46.69,1749687,true
47.20,1750688,true
44.95,1751689,true
43.29,1752690,true
41.75,1753691,true
39.92,1754692,true
43.35,1755694,true
43.00,1756695,true
42.71,1757696,true
42.78,1758697,true
40.78,1759698,true
44.36,1760699,true
39.52,1761701,true
37.77,1762703,true
35.43,1763704,true
34.75,1764705,true
33.23,1765706,true
32.42,1766708,true
31.45,1767710,true
46.73,1768711,true
46.72,1769712,true
46.14,1770713,true
46.08,1771716,true
46.02,1772717,true
44.76,1773718,true
43.65,1774719,true
44.33,1775720,true
45.25,1776724,true
44.61,1777725,true
44.22,1778726,true
43.90,1779727,true
43.57,1780728,true
43.41,1781729,true
43.86,1782731,true
44.03,1783732,true
41.98,1784733,true
41.57,1785734,true
41.05,1786735,true
39.43,1787736,true
49.38,1788737,true
49.09,1789738,true
48.61,1790739,true
47.45,1791740,true
45.53,1792742,true
34.25,1793743,true
51.88,1794744,true
50.89,1795745,true
60.86,1796746,true
59.73,1797748,true
59.57,1798749,true
67.26,1799751,true
66.76,1800753,true
74.55,1801754,true
72.90,1802756,true
71.42,1803758,true
71.74,1804759,true
70.93,1805760,true
69.03,1806761,true
67.58,1807762,true
66.23,1808766,true
65.45,1809767,true
63.54,1810768,true
62.66,1811772,true
62.25,1812774,true
59.49,1813776,true
58.23,1814778,true
57.93,1815780,true
56.75,1816781,true
55.56,1817782,true
54.80,1818785,true
53.00,1819786,true
52.04,1820788,true
50.61,1821789,true
50.08,1822790,true
50.22,1823791,true
49.01,1824794,true
46.93,1825795,true
45.74,1826797,true
44.73,1827799,true
43.26,1828800,true
41.24,1829803,true
40.95,1830805,true
39.87,1831807,true
38.30,1832808,true
42.71,1833809,true
42.37,1834811,true
42.34,1835815,true
46.04,1836819,true
46.41,1837820,true
44.95,1838821,true
45.22,1839822,true
46.28,1840823,true
44.87,1841824,true
44.77,1842828,true
43.57,1843830,true
48.90,1844831,true
47.37,1845833,true
47.71,1846834,true
46.51,1847835,true
46.06,1848836,true
46.52,1849841,true
46.24,1850842,true
45.51,1851844,true
50.66,1852845,true
48.45,1853846,true
47.78,1854849,true
47.33,1855852,true
56.58,1856855,true
56.28,1857858,true
55.41,1858861,true
53.57,1859864,true
60.30,1860867,true
57.94,1861870,true
57.17,1862873,true
56.53,1863876,true
56.41,1864879,true
55.06,1865882,true
42.76,1866885,true
29.72,1867888,true
31.56,1868891,true
30.43,1869893,true
35.24,1870894,true
40.42,1871896,true
39.36,1872897,true
47.39,1873899,true
45.55,1874901,true
44.72,1875902,true
43.99,1876904,true
42.50,1877906,true
41.23,1878907,true
40.81,1879909,true
38.23,1880911,true
26.71,1881912,true
26.81,1882914,true
25.12,1883916,true
16.90,1884918,true
15.65,1885920,true
13.71,1886923,true
12.35,1887925,true
11.32,1888927,true
9.07,1889930,true
15.34,1890933,true
14.29,1891936,true
20.92,1892937,true
21.06,1893940,true
20.36,1894941,true
20.04,1895944,true
28.49,1896947,true
27.93,1897949,true
26.75,1898951,true
26.08,1899953,true
24.74,1900955,true
24.49,1901957,true
24.24,1902959,true
34.93,1903961,true
34.27,1904963,true
33.31,1905965,true
52.79,1906966,true
52.41,1907969,true
52.02,1908972,true
50.85,1909973,true
49.86,1910974,true
48.30,1911975,true
47.11,1912978,true
46.99,1913981,true
45.47,1914982,true
43.69,1915985,true
42.54,1916986,true
44.23,1917987,true
43.92,1918991,true
43.65,1919993,true
41.71,1920994,true
39.30,1921998,true
50.98,1923000,true
50.73,1924001,true
53.05,1925005,true
50.60,1926007,true
49.93,1927008,true
48.20,1928012,true
47.39,1929014,true
46.59,1930015,true
45.60,1931019,true
44.27,1932022,true
42.41,1933024,true
41.30,1934026,true
40.31,1935027,true
37.60,1936029,true
36.55,1937031,true
34.96,1938032,true
35.05,1939033,true
34.54,1940034,true
31.59,1941036,true
46.75,1942038,true
46.21,1943039,true
45.92,1944040,true
43.68,1945041,true
50.36,1946042,true
48.47,1947044,true
47.61,1948046,true
49.75,1949047,true
48.10,1950048,true
47.41,1951049,true
45.23,1952050,true
33.74,1953051,true
34.01,1954052,true
53.85,1955053,true
53.28,1956054,true
52.92,1957055,true
52.53,1958056,true
51.83,1959058,true
51.09,1960060,true
50.01,1961061,true
46.98,1962062,true
46.34,1963063,true
37.14,1964064,true
40.54,1965065,true
45.47,1966067,true
52.68,1967070,true
52.52,1968071,true
51.92,1969072,true
49.67,1970073,true
49.03,1971078,true
48.28,1972079,true
45.70,1973080,true
44.74,1974081,true
44.91,1975082,true
44.48,1976084,true
47.07,1977085,true
46.53,1978086,true
46.69,1979087,true
46.63,1980088,true
46.68,1981089,true
45.06,1982090,true
43.06,1983091,true
36.40,1984093,true
33.93,1985095,true
49.11,1986097,true
49.03,1987098,true
46.61,1988099,true
44.53,1989100,true
42.82,1990102,true
42.04,1991104,true
40.80,1992105,true
41.19,1993106,true
41.09,1994107,true
39.48,1995108,true
57.67,1996109,true
57.12,1997110,true
54.90,1998112,true
54.20,1999117,true
43.40,2000118,true
41.84,2001119,true
41.76,2002120,true
39.75,2003121,true
59.88,2004125,true
61.69,2005126,true
54.61,2006127,true
52.47,2007128,true
50.18,2008129,true
48.79,2009130,true
48.03,2010131,true
47.03,2011132,true
45.88,2012133,true
44.19,2013136,true
43.64,2014137,true
41.24,2015138,true
39.66,2016139,true
38.51,2017140,true
37.36,2018141,true
40.11,2019142,true
37.83,2020143,true
35.13,2021144,true
53.59,2022146,true
51.57,2023148,true
51.40,2024149,true
49.90,2025150,true
49.52,2026151,true
48.40,2027154,true
48.71,2028155,true
40.50,2029156,true
39.70,2030157,true
41.01,2031158,true
40.51,2032159,true
38.90,2033160,true
45.86,2034161,true
44.47,2035163,true
33.17,2036166,true
40.22,2037167,true
39.58,2038168,true
37.44,2039169,true
36.86,2040174,true
46.98,2041175,true
46.41,2042176,true
36.93,2043177,true
35.27,2044180,true
34.63,2045181,true
40.27,2046182,true
39.04,2047183,true
50.81,2048184,true
38.08,2049186,true
29.00,2050187,true
26.58,2051188,true
26.31,2052189,true
43.88,2053190,true
47.73,2054193,true
47.40,2055196,true
45.59,2056197,true
45.06,2057198,true
45.39,2058199,true
44.11,2059200,true
43.32,2060201,true
43.44,2061202,true
40.92,2062203,true
33.97,2063205,true
32.20,2064206,true
31.87,2065207,true
28.99,2066209,true
27.65,2067210,true
37.60,2068211,true
35.56,2069212,true
35.15,2070213,true
44.39,2071215,true
44.85,2072218,true
42.55,2073219,true
41.90,2074220,true
41.61,2075221,true
32.49,2076222,true
32.16,2077223,true
37.89,2078225,true
36.71,2079226,true
46.69,2080227,true
46.04,2081228,true
40.41,2082229,true
38.73,2083231,true
27.84,2084232,true
14.75,2085233,true
13.01,2086234,true
24.12,2087235,true
22.76,2088236,true
25.05,2089237,true
12.06,2090238,true
13.10,2091239,true
25.28,2092240,true
24.80,2093241,true
22.69,2094243,true
21.56,2095244,true
20.62,2096246,true
19.55,2097247,true
18.64,2098248,true
26.74,2099251,true
18.34,2100252,true
18.20,2101253,true
25.57,2102254,true
24.09,2103256,true
23.35,2104257,true
22.05,2105259,true
20.55,2106261,true
20.20,2107262,true
21.48,2108263,true
19.60,2109264,true
20.19,2110266,true
23.86,2111268,true
23.43,2112269,true
22.02,2113270,true
30.17,2114271,true
29.98,2115272,true
20.70,2116273,true
29.84,2117275,true
34.31,2118278,true
47.33,2119279,true
46.96,2120280,true
46.66,2121281,true
55.70,2122282,true
54.06,2123283,true
53.67,2124287,true
54.00,2125288,true
53.49,2126289,true
53.56,2127290,true
51.75,2128291,true
51.22,2129292,true
49.90,2130294,true
47.16,2131295,true
46.84,2132296,true
45.05,2133297,true
44.74,2134298,true
41.70,2135299,true
40.80,2136300,true
46.55,2137301,true
44.72,2138302,true
43.39,2139303,true
41.91,2140305,true
29.88,2141306,true
48.88,2142307,true
48.37,2143308,true
48.40,2144309,true
54.66,2145310,true
55.47,2146311,true
53.52,2147312,true
52.70,2148313,true
52.06,2149314,true
52.18,2150315,true
52.41,2151316,true
52.81,2152318,true
53.03,2153319,true
51.58,2154320,true
51.04,2155321,true
51.20,2156326,true
49.28,2157327,true
51.14,2158328,true
49.91,2159329,true
47.87,2160332,true
46.15,2161333,true
47.80,2162334,true
46.36,2163335,true
46.14,2164336,true
44.30,2165337,true
42.92,2166338,true
41.45,2167339,true
42.16,2168340,true
40.67,2169341,true
39.65,2170343,true
39.57,2171345,true
49.99,2172346,true
49.20,2173348,true
48.76,2174349,true
48.36,2175350,true
48.03,2176352,true
48.86,2177353,true
48.71,2178354,true
49.24,2179355,true
35.78,2180356,true
35.41,2181357,true
44.71,2182359,true
42.92,2183362,true
42.31,2184363,true
41.21,2185364,true
41.38,2186365,true
40.40,2187370,true
48.34,2188371,true
48.19,2189372,true
55.20,2190373,true
53.71,2191375,true
52.86,2192377,true
57.06,2193378,true
56.31,2194379,true
54.70,2195380,true
58.16,2196384,true
57.67,2197385,true
58.83,2198386,true
63.40,2199387,true
62.00,2200388,true
61.92,2201389,true
62.18,2202391,true
65.61,2203392,true
64.13,2204394,true
64.40,2205395,true
64.77,2206396,true
62.17,2207397,true
61.87,2208398,true
60.35,2209399,true
61.70,2210401,true
60.99,2211402,true
59.45,2212403,true
64.90,2213405,true
63.69,2214406,true
63.84,2215407,true
63.13,2216408,true
55.78,2217409,true
55.03,2218410,true
41.97,2219413,true
41.75,2220414,true
44.62,2221415,true
44.93,2222416,true
39.43,2223418,true
38.41,2224419,true
44.02,2225422,true
43.70,2226423,true
44.14,2227424,true
44.34,2228425,true
43.80,2229428,true
43.22,2230429,true
48.72,2231430,true
46.49,2232431,true
45.50,2233432,true
44.74,2234433,true
45.25,2235434,true
44.44,2236435,true
42.91,2237436,true
50.98,2238437,true
50.38,2239439,true
39.35,2240440,true
39.12,2241441,true
28.20,2242442,true
26.78,2243443,true
26.00,2244444,true
23.36,2245445,true
21.27,2246446,true
19.82,2247447,true
18.45,2248448,true
7.01,2249449,true
6.47,2250450,true
13.42,2251451,true
24.07,2252452,true
23.45,2253453,true
22.67,2254454,true
21.22,2255455,true
35.79,2256457,true
41.97,2257458,true
41.41,2258459,true
39.21,2259460,true
36.29,2260461,true
35.08,2261462,true
43.82,2262463,true
43.27,2263464,true
41.15,2264466,true
39.57,2265467,true
30.99,2266468,true
46.58,2267469,true
55.59,2268471,true
54.53,2269472,true
55.35,2270473,true
54.45,2271474,true
53.66,2272475,true
52.76,2273476,true
51.03,2274477,true
50.56,2275478,true
49.83,2276479,true
51.67,2277480,true
51.64,2278481,true
49.96,2279482,true
49.35,2280485,true
49.09,2281486,true
48.25,2282487,true
48.00,2283489,true
46.64,2284490,true
46.06,2285491,true
45.64,2286492,true
44.80,2287493,true
43.98,2288494,true
42.21,2289496,true
42.01,2290497,true
41.48,2291501,true
41.35,2292502,true
39.23,2293503,true
38.99,2294504,true
37.79,2295505,true
36.86,2296508,true
35.94,2297509,true
47.46,2298511,true
47.64,2299514,true
46.19,2300515,true
44.96,2301516,true
44.84,2302517,true
45.01,2303522,true
45.09,2304523,true
44.21,2305524,true
43.74,2306525,true
33.07,2307528,true
32.13,2308529,true
31.27,2309530,true
31.40,2310531,true
47.89,2311532,true
47.27,2312533,true
46.01,2313534,true
47.33,2314536,true
53.58,2315537,true
51.68,2316538,true
51.77,2317539,true
51.76,2318540,true
49.69,2319541,true
49.39,2320542,true
47.88,2321543,true
47.01,2322544,true
46.11,2323545,true
45.01,2324546,true
44.52,2325548,true
44.14,2326549,true
37.54,2327550,true
36.84,2328551,true
35.51,2329552,true
42.66,2330554,true
41.90,2331555,true
43.10,2332556,true
42.92,2333557,true
40.58,2334560,true
39.45,2335563,true
38.64,2336564,true
38.36,2337569,true
28.65,2338570,true
26.28,2339571,true
24.78,2340572,true
30.57,2341573,true
29.32,2342574,true
28.48,2343575,true
28.19,2344577,true
29.80,2345579,true
29.15,2346580,true
46.34,2347582,true
33.26,2348583,true
33.36,2349584,true
31.92,2350585,true
51.07,2351586,true
49.82,2352587,true
40.70,2353588,true
39.22,2354589,true
50.88,2355590,true
53.19,2356591,true
51.84,2357592,true
54.42,2358593,true
54.19,2359594,true
54.59,2360595,true
58.24,2361596,true
56.74,2362597,true
57.69,2363598,true
57.03,2364599,true
55.64,2365600,true
57.44,2366602,true
56.74,2367603,true
56.76,2368604,true
55.40,2369605,true
44.43,2370606,true
43.43,2371607,true
41.24,2372609,true
40.23,2373611,true
40.63,2374612,true
40.17,2375613,true
25.90,2376614,true
24.99,2377615,true
23.87,2378616,true
38.26,2379617,true
43.96,2380618,true
43.07,2381619,true
42.55,2382620,true
41.61,2383621,true
39.55,2384622,true
53.10,2385623,true
52.61,2386624,true
51.26,2387625,true
49.83,2388626,true
50.45,2389627,true
49.46,2390628,true
52.44,2391629,true
42.65,2392630,true
42.57,2393631,true
41.64,2394632,true
41.92,2395634,true
40.05,2396637,true
39.86,2397638,true
40.45,2398639,true
39.82,2399641,true
53.37,2400642,true
53.60,2401643,true
53.68,2402644,true
52.05,2403645,true
53.87,2404646,true
51.52,2405647,true
55.60,2406648,true
54.43,2407649,true
54.23,2408654,true
54.09,2409656,true
52.14,2410658,true
45.57,2411659,true
44.75,2412660,true
45.14,2413661,true
43.24,2414662,true
42.15,2415663,true
42.69,2416664,true
42.39,2417665,true
40.88,2418666,true
31.65,2419667,true
41.76,2420668,true
48.68,2421669,true
48.99,2422671,true
48.62,2423673,true
48.01,2424674,true
47.65,2425675,true
48.26,2426676,true
48.60,2427678,true
55.16,2428680,true
54.67,2429681,true
54.17,2430682,true
46.99,2431683,true
47.37,2432684,true
46.71,2433685,true
46.04,2434687,true
46.14,2435688,true
43.85,2436690,true
42.90,2437692,true
42.01,2438693,true
40.45,2439696,true
39.80,2440697,true
38.48,2441699,true
37.56,2442700,true
36.62,2443704,true
36.80,2444706,true
35.23,2445707,true
33.11,2446708,true
32.41,2447709,true
31.44,2448710,true
36.16,2449712,true
42.33,2450714,true
39.78,2451715,true
38.18,2452716,true
41.84,2453721,true
41.66,2454724,true
41.14,2455725,true
42.94,2456726,true
42.57,2457727,true
43.12,2458728,true
41.60,2459729,true
45.63,2460730,true
44.61,2461731,true
43.70,2462732,true
41.47,2463733,true
36.74,2464735,true
36.13,2465738,true
41.27,2466739,true
40.40,2467740,true
39.93,2468742,true
38.24,2469743,true
38.00,2470744,true
38.94,2471745,true
39.29,2472746,true
38.20,2473747,true
37.43,2474748,true
35.30,2475749,true
34.57,2476750,true
34.05,2477752,true
49.12,2478753,true
48.55,2479754,true
48.50,2480755,true
48.03,2481756,true
46.81,2482757,true
46.92,2483758,true
45.71,2484759,true
39.03,2485760,true
51.06,2486761,true
50.24,2487762,true
49.66,2488763,true
49.33,2489764,true
47.35,2490765,true
45.68,2491766,true
44.51,2492767,true
36.85,2493769,true
35.55,2494770,true
36.51,2495771,true
36.54,2496772,true
34.89,2497773,true
49.27,2498774,true
48.47,2499775,true
47.12,2500776,true
48.23,2501779,true
47.20,2502780,true
46.95,2503781,true
51.25,2504783,true
50.85,2505784,true
48.52,2506785,true
50.34,2507786,true
50.49,2508787,true
50.43,2509788,true
49.11,2510789,true
48.23,2511790,true
41.39,2512791,true
40.32,2513792,true
38.49,2514794,true
53.91,2515796,true
52.86,2516797,true
55.70,2517798,true
55.89,2518799,true
52.81,2519801,true
52.34,2520803,true
51.19,2521804,true
55.51,2522805,true
55.14,2523806,true
54.01,2524807,true
53.37,2525808,true
51.63,2526809,true
40.11,2527810,true
39.30,2528811,true
48.25,2529812,true
54.07,2530813,true
56.85,2531814,true
55.88,2532815,true
56.96,2533816,true
50.50,2534817,true
49.02,2535819,true
48.62,2536820,true
47.90,2537821,true
47.28,2538823,true
47.47,2539824,true
46.90,2540825,true
45.14,2541826,true
45.62,2542827,true
44.69,2543828,true
44.66,2544831,true
44.13,2545832,true
51.08,2546833,true
50.23,2547836,true
47.25,2548838,true
44.96,2549839,true
43.01,2550840,true
41.02,2551841,true
39.65,2552842,true
47.48,2553843,true
50.47,2554844,true
49.07,2555845,true
50.01,2556846,true
47.40,2557847,true
46.15,2558848,true
44.59,2559849,true
44.79,2560850,true
44.90,2561851,true
44.39,2562852,true
44.69,2563853,true
43.11,2564854,true
42.77,2565855,true
42.62,2566856,true
42.64,2567857,true
41.92,2568858,true
39.92,2569859,true
49.26,2570860,true
50.07,2571861,true
47.59,2572864,true
46.71,2573865,true
45.76,2574866,true
45.42,2575867,true
43.30,2576868,true
41.39,2577869,true
41.38,2578871,true
36.30,2579872,true
36.21,2580873,true
34.96,2581875,true
34.49,2582876,true
36.44,2583877,true
23.45,2584878,true
24.00,2585879,true
23.33,2586880,true
22.90,2587881,true
27.42,2588882,true
26.84,2589883,true
40.72,2590888,true
39.98,2591889,true
38.12,2592890,true
37.16,2593891,true
35.93,2594894,true
52.75,2595895,true
51.45,2596896,true
51.15,2597897,true
49.50,2598898,true
42.55,2599899,true
42.45,2600900,true
41.70,2601901,true
44.18,2602903,true
42.14,2603905,true
41.42,2604907,true
34.75,2605908,true
33.88,2606909,true
31.94,2607910,true
31.16,2608911,true
39.87,2609912,true
40.27,2610914,true
39.07,2611915,true
51.25,2612916,true
50.42,2613917,true
50.21,2614918,true
48.30,2615919,true
48.91,2616920,true
49.20,2617921,true
49.42,2618922,true
47.54,2619925,true
44.17,2620926,true
43.87,2621928,true
42.71,2622929,true
40.83,2623930,true
38.93,2624931,true
32.79,2625932,true
32.11,2626934,true
41.65,2627935,true
39.59,2628936,true
54.09,2629938,true
53.30,2630939,true
60.91,2631940,true
59.07,2632941,true
57.81,2633942,true
56.53,2634943,true
55.09,2635944,true
54.43,2636946,true
54.57,2637948,true
53.47,2638949,true
53.67,2639950,true
53.06,2640951,true
52.55,2641952,true
52.33,2642953,true
50.15,2643955,true
49.59,2644956,true
48.82,2645958,true
47.72,2646959,true
47.05,2647960,true
45.06,2648961,true
36.26,2649963,true
51.90,2650964,true
52.22,2651965,true
43.00,2652966,true
41.27,2653967,true
28.68,2654969,true
27.55,2655970,true
27.51,2656971,true
25.33,2657972,true
14.08,2658973,true
11.17,2659974,true
10.61,2660975,true
18.12,2661976,true
25.25,2662977,true
24.03,2663978,true
21.96,2664980,true
14.12,2665981,true
12.47,2666982,true
19.26,2667983,true
31.65,2668986,true
30.96,2669987,true
29.87,2670988,true
27.24,2671989,true
26.86,2672991,true
30.98,2673992,true
42.05,2674993,true
41.60,2675994,true
40.44,2676995,true
43.98,2677997,true
42.82,2678998,true
41.89,2679999,true
41.46,2681000,true
40.75,2682001,true
38.42,2683002,true
55.69,2684003,true
54.97,2685004,true
53.16,2686005,true
52.79,2687006,true
42.84,2688007,true
42.87,2689008,true
42.17,2690009,true
42.32,2691010,true
42.40,2692012,true
41.58,2693013,true
40.42,2694015,true
38.66,2695016,true
37.66,2696017,true
44.97,2697018,true
43.33,2698019,true
39.88,2699020,true
39.77,2700021,true
38.61,2701022,true
48.93,2702023,true
48.55,2703024,true
48.31,2704025,true
46.46,2705026,true
49.44,2706027,true
48.24,2707028,true
46.66,2708033,true
47.65,2709034,true
47.64,2710035,true
46.05,2711036,true
44.59,2712039,true
47.78,2713040,true
46.55,2714041,true
45.30,2715042,true
44.00,2716043,true
42.50,2717047,true
40.74,2718050,true
41.04,2719051,true
43.91,2720052,true
42.80,2721053,true
35.51,2722054,true
35.13,2723056,true
43.04,2724057,true
43.09,2725059,true
42.91,2726060,true
40.75,2727061,true
38.88,2728062,true
45.29,2729064,true
34.00,2730066,true
34.26,2731067,true
32.89,2732068,true
32.20,2733069,true
31.88,2734070,true
48.89,2735071,true
48.73,2736073,true
48.17,2737076,true
46.92,2738077,true
44.66,2739078,true
43.38,2740079,true
42.47,2741080,true
41.52,2742081,true
40.93,2743082,true
41.20,2744084,true
31.33,2745085,true
30.63,2746087,true
31.12,2747088,true
30.18,2748089,true
47.15,2749090,true
46.61,2750091,true
45.75,2751092,true
44.04,2752094,true
43.66,2753096,true
44.05,2754098,true
43.14,2755099,true
41.93,2756100,true
40.94,2757101,true
30.91,2758103,true
29.72,2759105,true
44.69,2760106,true
45.08,2761107,true
44.36,2762108,true
43.10,2763109,true
42.46,2764110,true
41.11,2765111,true
40.68,2766112,true
39.68,2767113,true
40.10,2768114,true
39.84,2769115,true
39.16,2770119,true
37.85,2771120,true
35.87,2772121,true
34.93,2773122,true
35.37,2774123,true
42.95,2775124,true
30.01,2776126,true
29.01,2777127,true
22.60,2778128,true
21.83,2779129,true
21.42,2780130,true
21.42,2781131,true
20.97,2782132,true
28.25,2783133,true
29.76,2784134,true
23.76,2785135,true
23.77,2786137,true
22.84,2787138,true
22.66,2788142,true
15.31,2789144,true
21.58,2790145,true
20.19,2791146,true
19.15,2792147,true
20.61,2793148,true
19.42,2794149,true
20.23,2795150,true
28.44,2796151,true
34.42,2797152,true
38.23,2798153,true
37.90,2799154,true
40.78,2800155,true
39.68,2801156,true
38.09,2802157,true
37.09,2803158,true
36.34,2804159,true
35.64,2805160,true
33.71,2806161,true
51.66,2807162,true
51.86,2808163,true
54.95,2809164,true
54.37,2810165,true
54.23,2811166,true
53.16,2812168,true
51.70,2813169,true
44.80,2814170,true
32.49,2815171,true
46.91,2816172,true
47.22,2817173,true
46.81,2818174,true
49.20,2819175,true
49.04,2820176,true
48.40,2821178,true
48.02,2822179,true
47.52,2823180,true
39.92,2824181,true
59.62,2825182,true
59.08,2826183,true
60.50,2827184,true
59.69,2828185,true
57.44,2829190,true
56.59,2830191,true
55.90,2831192,true
55.30,2832193,true
54.79,2833196,true
54.45,2834197,true
52.66,2835198,true
51.68,2836199,true
43.44,2837200,true
41.64,2838203,true
40.98,2839204,true
41.06,2840206,true
39.33,2841207,true
58.19,2842208,true
64.39,2843212,true
65.96,2844213,true
64.18,2845214,true
62.38,2846216,true
60.55,2847217,true
61.62,2848218,true
60.64,2849219,true
60.22,2850221,true
58.99,2851223,true
66.28,2852224,true
65.56,2853225,true
64.59,2854226,true
71.24,2855227,true
70.06,2856228,true
68.12,2857230,true
68.22,2858233,true
68.06,2859234,true
75.22,2860237,true
75.30,2861238,true
79.68,2862239,true
72.94,2863240,true
72.29,2864241,true
70.66,2865242,true
71.28,2866243,true
70.65,2867244,true
69.29,2868246,true
68.24,2869247,true
67.30,2870248,true
66.86,2871249,true
70.60,2872250,true
69.32,2873251,true
68.65,2874253,true
67.94,2875255,true
67.60,2876256,true
66.90,2877257,true
67.01,2878258,true
70.63,2879260,true
68.28,2880262,true
67.70,2881263,true
67.41,2882264,true
61.09,2883265,true
60.23,2884268,true
59.96,2885269,true
59.32,2886270,true
59.18,2887273,true
58.12,2888274,true
